Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints
22,0,131372,4,1,9049.953823413503,0.2776259400529801,4,2.3960650846682228,8.507161381335399,51,15,3,2,1138
26,1,80848,0,2,8379.057143089192,0.1489907546362461,37,5.268989638121397,14.687257297434702,3,12,7,8,399
54,0,28430,1,2,3279.630327398037,0.2073477744677971,30,6.174578468179193,8.749142462371154,50,13,8,3,3711
53,0,131296,4,0,8121.370682702751,0.0198879435159819,7,8.031319323880385,13.093158437984313,86,5,2,7,4131
41,1,95348,4,1,3421.417531276191,0.2406459309024448,2,4.526151071328378,11.01051223617436,95,1,1,3,2749
65,1,71128,0,1,6147.454729511329,0.0999725004254474,9,2.582297484473333,0.7619520263611215,28,15,3,9,453
30,0,105566,1,3,9134.012374475436,0.1877266750114432,27,6.725871835405551,10.473715508707912,38,17,0,4,4389
49,1,101289,2,2,8124.278117825807,0.0504389042292183,34,6.910228332977148,3.360096044985421,10,15,9,5,4184
61,0,53367,1,1,6330.858729207357,0.1042374800763436,47,2.5886673146989616,7.708935278040513,72,6,3,7,2276
50,0,109895,4,3,4190.031761180359,0.2686420275719951,45,1.877026909715408,6.933903913356785,3,0,2,4,1976
57,1,133023,0,0,3540.6338552989405,0.2311464955047947,32,7.820187878895535,13.598376488660644,62,11,7,5,2366
49,0,112607,2,2,4007.0412072867816,0.2568212198294188,17,2.377675477175196,10.069387170146168,17,13,2,7,3993
43,1,106728,4,3,3339.0517310325845,0.2251572217966941,19,6.709669275364041,9.501865318710683,98,11,0,4,424
33,1,146272,4,1,7390.12307037155,0.2515014298332081,38,7.064729670157876,7.986480404649673,18,1,7,3,3141
43,0,124135,0,2,8809.848171095116,0.1023847964776345,25,8.663086396004577,13.683181867094191,41,16,1,0,1780
46,1,101919,0,1,6966.052804307292,0.0739767963660401,4,1.878390567123894,5.941879524917802,79,9,6,1,3819
23,1,132134,1,2,6019.305785754752,0.0416819441152582,23,8.29841583325534,1.624924311692645,19,19,1,0,2418
65,0,107822,4,0,9981.703691744517,0.1801152784094595,38,1.2720300356062104,0.5775342193743727,24,10,9,4,224
31,0,101380,2,0,7087.8779150370765,0.1518756880421044,21,8.474368530351274,2.35690861219685,64,18,3,8,120
52,0,51516,4,2,644.6357784222533,0.2926840263690771,18,8.810065583831118,3.869593697064856,33,2,7,1,679
58,1,104764,2,0,3014.170809262608,0.0132355527328161,27,1.840394369945804,4.905857688116703,74,16,3,5,2373
46,0,94796,1,0,8973.798710933464,0.0805294773683476,46,1.097259799130061,6.232916852543052,28,17,1,3,4985
67,0,95324,1,1,1448.960758039094,0.2512936698945107,32,3.668131809815831,9.240348316932376,6,6,0,8,3977
40,1,101434,1,3,9280.418094843712,0.132050922359352,35,9.744754317520114,2.6913084940075187,97,9,4,5,4362
23,0,51489,1,0,6223.616481563743,0.2553596294838793,32,3.057163911598206,13.085816838308942,92,0,3,7,3405
49,1,123722,4,2,2470.125847776432,0.0565267203790057,44,1.588306863019073,14.324719413035703,34,10,9,1,1276
49,1,93269,3,2,1025.8806336372731,0.1626200984916465,17,3.152086774195394,0.990958684438736,78,5,8,6,1624
33,0,149974,4,3,7960.207424488428,0.2735826387243142,42,9.55615884064592,7.237381232904629,45,17,3,7,3213
34,0,84005,2,2,3392.0307615702504,0.2634232142689251,38,5.213075043166443,0.6359173675689404,55,12,0,2,4982
31,0,118697,4,2,747.1983474184061,0.2807237292187156,31,2.6786047407246056,9.686507296644535,49,11,3,4,2150
46,0,40781,3,2,7818.446574053677,0.0944351075557466,34,1.798411711764372,6.777068578239437,37,1,7,6,3452
64,0,77320,2,2,8428.901180815345,0.1537944999534097,38,9.209417647388268,4.710067048353161,39,2,4,5,2456
44,0,32202,0,0,9605.012818515184,0.2825995121128269,22,9.587952943763389,14.381621245913523,51,16,2,8,1592
18,0,135107,0,1,6704.041597337546,0.0965470567966833,32,5.550196649351428,11.986386632270586,74,8,3,4,4987
38,1,77572,0,3,769.5006436129579,0.1207871449444313,4,7.971614000979215,9.266167410606949,25,9,9,3,899
54,0,54374,1,1,4938.708259362028,0.0159951544570875,31,2.4865642995765342,7.292614004200246,66,6,3,7,1348
53,0,60285,1,2,4309.161942569025,0.2935819765903085,26,6.3390615511780855,10.166925704732773,7,14,2,9,612
53,1,140778,2,1,2831.9874249584914,0.0278554518576864,30,2.300325726057196,11.73109105162278,89,10,6,0,3326
44,1,122342,0,1,6706.768751815699,0.0125921874947339,11,1.122082943842603,7.046226837357924,57,4,3,7,2286
24,1,129384,3,3,5528.309801124019,0.2003821790084706,40,2.7379744064327567,14.82402362337739,72,13,9,0,2019
64,1,91066,2,2,9070.438404614264,0.2818150512147578,14,1.2329760590261594,13.96894941066816,71,16,4,2,4564
21,1,100096,3,2,4139.233910764016,0.1297031986410206,49,3.20554265046474,10.392099665477913,62,9,3,3,853
21,1,140135,1,0,789.1175538592767,0.26182521807394,30,4.5151855032639485,13.70181133308287,44,0,3,5,800
60,1,129912,3,3,5082.4395268740045,0.0210393380891915,38,4.199640562923895,7.846698930735122,69,15,9,2,1356
51,0,30114,4,2,5033.715413776253,0.1397522559715584,41,4.557607121851614,4.473989267225162,18,10,2,1,1292
52,1,110330,3,2,7791.306593207872,0.2301880923978618,23,4.160137644928836,8.311661965625895,83,18,6,7,1197
62,1,74039,3,2,5380.553911307067,0.122867409326726,31,8.190565003916195,3.4226530134074338,12,9,7,1,1442
62,0,30862,1,3,4047.075465351969,0.0720034090796723,40,6.005889934799427,10.958038207968327,26,8,1,2,4462
61,0,125569,3,3,4976.029992050649,0.1825267275621242,35,1.1639872684649522,8.871220693998719,53,16,2,8,1595
49,0,133718,4,0,4531.659113703798,0.2431066630945255,12,8.122381983662665,11.942739549680816,52,19,3,9,2874
54,0,101171,4,0,2286.4131834366613,0.0308501057892351,6,8.112029834978713,3.851445102750767,68,10,5,6,4445
32,1,61348,3,1,559.9704565477,0.0534108576199876,43,5.454928033895689,12.624976589437344,19,12,1,8,533
54,0,48725,2,2,4761.345220187077,0.081044519983616,8,2.041006156606393,9.73910649894008,79,8,0,5,1460
57,0,125894,2,3,3724.667167028922,0.2507934355293844,21,4.81732851745147,12.784330445887557,55,12,9,9,4506
20,1,108249,4,1,7177.198137809939,0.1646525315839319,10,1.3307412776524823,1.8645542464471228,32,2,4,1,1653
44,1,111732,4,0,5372.860924945931,0.0484341047585764,43,5.920354579870058,7.670610280514572,91,1,5,2,2456
66,0,31780,4,2,6716.285783959213,0.1660242950991043,36,1.3480114238004812,10.648456627539616,81,9,2,7,1266
28,0,37637,3,0,9410.686294308238,0.0506220526737991,48,9.895674233374391,12.213551550746171,64,2,6,9,1260
32,0,47491,1,1,7330.251375088103,0.1208099852402051,27,4.589389773444207,5.918804505616945,33,0,2,4,3772
21,0,107508,1,1,3410.6771231779203,0.1424985876092324,28,3.4015212415709963,2.316947879845042,19,11,0,3,597
31,0,24447,3,1,2646.1731965897548,0.1650253604259867,6,9.20087334013499,0.5621861899902929,87,3,4,1,218
22,0,62464,2,3,7732.695416078739,0.2413051395356818,7,1.7567284496780369,0.5102689884544978,74,17,8,7,213
54,0,134267,3,1,4142.598110701068,0.2267773119357893,46,3.694645675161997,11.587021729266892,78,7,6,1,4442
45,0,64830,1,0,3194.6766467096577,0.2955531340185381,16,8.277511832826061,2.6881801447202767,29,5,6,3,2320
50,1,87847,4,0,824.0822480362101,0.2799613710788704,45,9.614513487992406,2.106403810243834,99,19,7,9,3562
48,0,61048,4,0,6433.464406885124,0.0340415695959774,16,5.095521051421333,13.093846188682146,8,4,9,1,2105
43,0,70650,0,2,9642.986590416796,0.0346938598467616,7,5.340614934660332,4.916812067115453,8,14,3,8,4589
63,1,100446,2,2,6059.267009470356,0.0148592474100833,47,1.4358595933415197,0.875601375794753,91,4,2,5,4177
59,0,49104,2,1,7139.532800430095,0.1820323038133647,28,9.341369110533703,6.2510489002009,53,13,6,5,1088
45,0,107637,2,0,1924.8857368809383,0.0656420019133426,11,4.905787791058887,12.867190086982909,41,11,0,8,2696
42,0,43674,2,1,536.0785280092427,0.0946948565309235,33,1.7120926204968203,1.893802023378251,5,14,2,3,1237
36,1,128190,3,1,548.4217755407619,0.0113379254356269,17,6.664413468308116,13.680615178763816,85,12,6,2,44
53,0,50692,4,3,3188.1106480281514,0.0573665376693916,28,8.16825104065369,11.081007505912105,30,16,7,5,3210
66,0,141291,3,0,6192.733005690367,0.10402498446799,42,7.360621053534521,13.036885961012954,5,6,9,8,1158
47,0,147396,4,0,3618.881613044346,0.1885281446232173,5,4.091246272959735,3.368040420151912,93,11,5,0,2503
28,0,21949,2,2,7699.581373346038,0.2371162730797414,44,2.2270003012232262,10.147304488275676,33,5,0,8,2618
55,0,135920,3,1,5447.118133756968,0.2027502977357922,14,6.97976427088277,9.936703391446017,49,7,5,4,1138
20,1,35773,4,0,3922.096258167832,0.062619924122026,14,8.993558172931868,12.0292721938399,54,2,1,2,1929
33,0,30296,0,1,4643.502643258287,0.2559114294437338,17,4.546660734150808,12.351333882126958,77,1,8,7,4812
44,0,61713,3,2,2818.681914674768,0.0568318405340341,41,9.88072085710374,10.70947556254382,75,2,4,8,4245
47,0,53677,4,3,1145.775238292252,0.1791604840797171,7,8.19251241023909,0.7755796540739552,38,9,8,0,1701
31,1,102339,3,3,8964.278058143836,0.16062316842378,39,1.2771770437714682,9.409744901051482,30,16,0,8,2487
47,1,137218,3,1,6239.12872046939,0.2590544518086926,44,3.56580435867412,4.001789648126275,25,15,7,2,1043
26,0,101646,4,0,4538.964375042452,0.1705155431986189,3,1.5323468618893838,12.761352128854424,94,19,8,8,4862
23,0,70998,2,2,8007.6608658855985,0.0350521551144533,46,8.333356946701072,1.7218396699426763,25,11,3,5,4107
40,0,81717,0,0,6438.164795293768,0.0748258419570245,43,5.876504160056762,14.526406835095855,96,10,6,0,1803
19,1,84875,3,2,6517.643543206214,0.0404474824676453,16,7.533865138116739,4.077457643708035,70,12,2,2,4818
41,0,93285,2,1,7162.739830738099,0.0993957244817805,25,8.21986340986388,5.504623631318018,21,1,6,6,769
19,0,28418,4,2,4880.591615902979,0.013548156635315,7,3.353668281922936,5.784508206627369,62,3,3,1,3676
36,0,81072,3,3,2465.768682527105,0.2827476043448835,40,2.195085158058452,2.088184106420432,63,4,7,0,326
65,0,107089,4,2,6586.775229240664,0.233761492904453,20,3.892321285349984,7.496934079860286,37,2,5,6,2168
50,0,20068,2,3,4198.508392547808,0.2798195552877421,5,9.74429910448927,13.68428498607268,91,4,1,1,3131
61,1,95723,0,0,7124.097440654715,0.0422795171418811,5,2.4355046521396755,10.987191357997627,31,12,5,1,2528
59,0,33829,1,1,3663.864812828909,0.233643630725244,44,8.63456269005339,4.884768849829667,31,4,2,6,1065
44,1,101365,0,2,2262.989889591769,0.2370878824366862,34,7.60179849741037,9.048931160297814,49,9,1,3,229
53,0,104376,0,3,6547.416440506406,0.2791047814508051,12,8.995596779226503,14.711534207915497,48,12,9,9,3290
57,0,81292,3,0,5318.23399549623,0.2500571720537744,35,2.2757216220150536,2.98049909464746,42,5,7,0,3035
69,1,81005,2,3,2543.500732864951,0.1737779534522019,19,3.4884106277621343,1.505575632740245,51,15,9,6,4975
54,0,34620,1,0,9079.380400480146,0.0749334479447457,24,6.73350644947549,2.940984861021843,76,10,0,2,4525
25,0,42184,3,2,6478.617923119489,0.2941811600720724,19,4.604357729950018,7.798822288648053,60,13,0,4,1861
38,0,23217,0,3,1425.8973715539346,0.052407977911582,32,2.488979818644403,12.224564702447037,96,17,1,3,4931
24,1,146117,1,0,5551.075706671626,0.0841903243186414,42,5.352128643737239,9.10014975439359,15,10,9,3,4805
46,1,140860,1,1,4362.582658918883,0.1075067393879735,16,3.667725614280533,3.002841304281011,25,6,4,8,3684
40,1,146717,4,0,5109.643980058727,0.1992966718946361,4,2.1778402543562394,12.29829539038767,48,7,7,7,2854
19,0,107862,4,1,9476.106354048072,0.0239612921428865,49,1.002964469552115,3.876623374167967,86,1,5,7,2709
50,1,29047,1,0,3872.965605756658,0.0322034482528216,15,8.254185265267308,4.729118659630814,72,9,4,6,155
53,0,102757,2,0,1098.2316407365263,0.2528653399324788,17,1.052269664835037,14.83415183556795,3,3,8,4,4564
56,1,124249,0,3,5708.130468036981,0.1424785761702919,6,6.84953889845076,9.600108979776136,73,13,6,8,224
69,0,108652,4,0,2744.188794038125,0.2860076495885542,34,4.439142867010584,9.503103214840904,85,7,7,0,1718
43,0,99303,0,2,2689.737000479864,0.1566807310336065,0,3.334818176096026,2.8987305579495586,63,16,3,7,4952
34,1,132194,0,0,5322.115150073824,0.1543456166713971,16,5.959106045055914,13.76491648066984,59,18,3,4,824
30,1,75820,3,0,7900.391758206383,0.1041406384044629,47,6.503599156618889,13.620092910821922,47,19,0,6,2408
55,1,58368,1,0,7095.149966699329,0.091308751919947,23,6.601677407553443,5.483037637444685,23,19,4,0,2890
23,0,97148,1,1,6692.378486738308,0.0115836740592316,31,7.093823626291462,4.008797956260722,78,2,0,5,2275
34,0,113120,0,0,5943.195907189388,0.1726615572163965,44,2.508865137000644,2.5790595180747933,67,18,7,8,1577
47,1,55423,1,1,7380.361995303819,0.2514227901699888,15,6.8246267639043525,1.4807506070535024,62,12,2,5,3431
18,0,78995,1,3,7908.119996579373,0.1256682186673574,45,5.90093546098414,6.377128396343187,25,7,1,3,2680
53,0,88555,3,3,7278.823747149541,0.2983030909634417,20,3.6335727199093326,7.523313797542029,29,15,2,9,3289
57,1,20925,2,0,1895.5408266810184,0.1795476471434854,11,6.852668172382446,1.352954250387013,52,12,7,6,823
33,0,146189,3,2,5315.03570482165,0.1878521775079865,5,1.482324180909427,4.784992510019103,93,11,5,6,1078
62,0,107832,1,2,7845.160631608683,0.1782029051058892,1,7.987703324310179,10.581495077031052,76,16,8,6,355
43,1,99475,0,1,2656.75024943328,0.1566639230040004,37,2.136692400608292,13.477870089550333,40,14,4,7,4473
49,0,99483,0,2,2218.7768856562616,0.0641745725028881,42,2.4548224967308734,4.582085908143009,25,1,4,6,4408
32,1,57855,3,2,487.114109888209,0.2564086023415964,5,1.0625529698858682,12.202955031872062,59,3,8,7,4662
25,0,103247,3,2,5022.309726462357,0.0756677798960136,39,4.789677270260876,14.153342591706036,74,9,0,2,3097
63,1,69876,1,3,1188.2572356617693,0.2790098961226572,36,4.324833858547031,6.761976551039316,96,7,5,4,1346
37,1,139318,0,3,2704.050680668888,0.1177388869707718,43,1.617731502545852,8.238247543568143,99,2,1,0,1291
38,0,79592,0,2,9689.708040108884,0.2485321973191654,17,9.691010745609642,13.188692931481562,91,8,0,4,399
66,0,98727,1,1,5318.300089552464,0.0659002710517056,33,4.5545521181735,9.054763535512746,37,19,2,6,2586
19,0,130180,3,1,9244.392845606057,0.1080876521374891,14,1.0136558988628348,5.96553609339819,8,13,4,9,1795
67,1,113329,1,2,3402.651673725501,0.1159528464743909,17,5.00797018186468,9.607123417016169,38,18,9,0,3466
24,1,77564,1,3,3108.1461738619223,0.1486408522898782,11,8.314313671409106,1.0931204947783733,50,4,1,4,618
49,0,27591,2,3,4749.870148339232,0.0632414103882882,35,5.6403884537590185,11.618264100339909,91,6,5,3,1951
62,1,131876,0,2,8078.965665497598,0.070881137915403,30,8.57395628373433,13.533659615499444,76,11,3,3,1372
38,0,43655,1,3,6302.634840937524,0.1394705264222953,18,7.422536373147136,3.292609511549909,75,15,0,7,3165
57,1,109791,4,1,130.79768847010374,0.2678834404511127,26,4.722635551878143,5.8037850327959735,74,10,8,1,179
59,0,48520,4,1,4903.620950968846,0.2484780590070506,3,6.604794571164613,14.756002131783228,7,10,2,9,2110
66,0,142082,4,1,9928.098188693712,0.1801530296361768,12,2.982161898223587,4.68962626363138,60,12,2,6,1160
49,0,56589,3,1,5035.475739428796,0.1559055473783723,35,6.685352097728473,12.521711757932843,67,10,6,7,205
65,1,60204,2,2,5186.07693035657,0.1278614939797193,14,9.287010425570037,1.0290223723835177,37,14,4,6,3949
37,1,79454,1,3,403.0714709810806,0.0430522431197326,25,4.347652344189699,7.596479443208406,25,2,7,9,626
31,0,101983,0,0,596.7698914719967,0.2069082352942327,4,9.336702867486574,13.414669251544716,98,9,4,5,1195
45,0,47881,1,0,6718.348479043937,0.0301179727824454,27,3.391541786384859,5.101625033390574,98,0,7,0,3210
25,1,87182,4,2,2333.244447731698,0.1797363875027401,8,3.3444942226444,6.809386344210792,74,4,5,3,1528
61,0,83805,0,2,6366.566055263193,0.1593732449370783,29,4.045065945510197,13.890047860786384,48,7,8,3,4200
61,0,112390,4,0,5737.0176887597845,0.2958521662426949,29,6.743905925724984,9.961483033751428,7,0,7,3,1786
52,0,149822,2,3,1273.4464482644923,0.0327961964014993,37,7.656746035768512,3.791768788100737,62,5,0,5,1443
42,0,124302,2,2,9444.59821848683,0.1931290217656495,24,5.9342500764049975,1.1233876491978632,55,15,4,0,2889
63,1,148070,4,0,9192.516277904477,0.0522351800336298,37,5.159940655829856,4.881355761554221,98,7,8,3,1073
39,0,53539,4,0,3210.0415899909995,0.2727951713185387,21,2.1961200578358646,13.72298645379044,84,11,1,9,1645
41,0,120696,3,2,7562.668134396176,0.0967445909694377,36,6.623199191711191,11.503815133034514,77,0,1,2,4281
66,0,91531,4,3,626.415538097227,0.0159801121928022,40,6.751019617510596,10.048334170425932,56,17,4,8,4273
65,0,145741,0,0,7287.54210771755,0.1105432078504807,37,7.589393937385001,3.595532741549236,30,15,0,5,2838
57,0,68555,2,2,1178.0457314446,0.2963783467830327,23,1.6921180939819145,1.8183960938042671,45,6,4,2,326
53,0,70333,2,0,6724.994749195625,0.0951943425621414,38,7.590257033505368,13.52212180046575,91,2,6,4,1976
40,0,58297,1,1,1012.9744087028477,0.0653613760371055,39,1.1011044455408014,5.813709011941053,6,5,8,9,4954
28,1,102593,2,2,1380.656359889333,0.1332933589220704,35,5.865501246708911,6.567355633398221,66,10,1,8,1270
43,0,69490,0,2,8726.897535119013,0.1711267628282755,34,1.5737598038787337,11.868734153233348,14,6,8,5,3719
19,0,133289,2,3,4161.032915228952,0.0141093839923014,48,8.98236826751387,12.232390709970824,92,4,1,2,1472
64,1,93598,1,2,6610.463679630022,0.0450751234398443,44,6.702960786931047,8.910992135879287,64,11,3,4,2702
50,0,67280,1,3,8355.424476577731,0.0563701389006093,19,7.002552030427186,12.39328401120671,80,6,3,1,3860
24,0,137420,2,2,2470.2227740753806,0.2099520772966316,47,6.47949834644334,8.668868067723343,38,3,2,4,4474
47,0,68110,1,1,1847.3936499868903,0.0108723085626092,1,9.618192899428449,5.140702881944485,12,17,5,4,3744
35,1,147059,0,2,5497.721750813594,0.2485647744002024,29,3.6846097123673127,11.89749738876482,60,0,0,1,3429
35,1,76005,0,1,9200.312791872524,0.1305628986827091,38,3.5834521129982666,2.984811921714845,35,19,9,4,817
28,0,116421,3,3,4226.226066252986,0.2913189785444345,18,4.7689346422488335,11.72638769177229,72,3,6,7,417
62,0,38913,0,0,3957.510328884941,0.2809461007207677,6,2.629085563878287,7.915357214587205,65,0,0,5,3431
27,1,80878,4,0,5106.68918798065,0.1265883642621666,0,4.010581423816787,11.142976922863188,48,13,5,5,453
26,0,40270,1,3,4764.22975286708,0.2170049572297621,34,4.125724928792897,5.271102140927954,92,18,2,7,3117
49,0,128853,1,2,1969.4044928740905,0.058498477350525,8,9.895598120454494,5.80536937425673,95,5,1,6,1666
40,1,77146,3,3,2235.6005715371234,0.2744648563950179,29,8.024054588459297,1.6798371605795133,22,5,2,7,3863
55,1,78220,0,0,7545.520081449755,0.1415355956326714,25,7.219396923334616,8.412526460786122,24,13,5,3,2680
30,0,114333,1,1,3961.768701151213,0.2879061791909573,6,2.169876783402348,13.744376113618578,28,11,6,9,55
48,0,21552,2,2,781.9390687648493,0.2419457421120763,13,6.533393530807847,1.1051028308479598,93,12,2,0,3642
46,0,115002,0,2,6061.76098900573,0.0496656377085531,3,8.824091183671747,4.530852945403144,59,16,2,6,2092
31,1,129093,4,2,2823.565146180358,0.2569283514027133,29,9.694568672046003,11.541352738517409,63,5,3,3,51
29,1,76202,1,2,8136.396927234395,0.0467293136558405,31,3.1170805984809853,3.3365017181236665,71,11,4,6,4798
62,1,82054,2,0,4845.318210362036,0.286095150902077,32,3.7907794170638063,9.401985939654937,6,15,4,2,4345
60,1,145985,2,1,8019.048880031278,0.0277231650833741,18,9.595905526695322,4.609596103028771,5,11,0,3,2633
53,0,53400,2,3,6279.397140526012,0.0371404590364625,12,6.144656657764936,1.263044931210282,6,16,1,5,3801
20,0,31752,3,1,313.5803864225357,0.0439670999152699,5,1.9269003839478944,5.78741937502497,20,18,3,3,1984
31,0,62481,3,0,9338.7968471409,0.0956661772011569,33,9.014703990777674,6.98560017944936,41,14,6,2,382
64,0,112452,2,1,515.2760233356512,0.0479849230260359,16,6.780872991204024,6.987239603693745,32,3,1,8,2198
20,1,39329,1,1,3953.676943577364,0.1407257764768012,11,9.290487434435915,6.086995983551618,70,4,7,1,166
43,0,108417,1,2,5322.77862184376,0.2212068015332247,31,8.942987295222814,14.778958892125996,35,1,1,3,705
25,1,58921,4,3,260.76602029838114,0.0440543136833078,32,8.12842718904626,5.906863810372063,54,4,6,7,3271
65,0,21694,0,3,5979.671976233419,0.2261482846084883,19,8.540301700818025,9.104016950466889,68,16,0,0,2701
23,0,116159,4,2,4400.595363978435,0.1450189187024795,26,3.042284737314586,1.613470312884769,94,5,7,0,1848
50,1,63884,1,1,2161.330627275146,0.2972132857534331,37,5.184961145891891,2.393009375176801,74,0,1,1,3840
69,0,80530,3,1,1106.8526083801348,0.1110247892926143,24,4.371825175650409,9.11676128794022,49,4,6,4,4501
19,1,20891,4,3,9751.477218680857,0.1208302314620935,11,6.221722212382081,3.143566789360577,46,18,6,4,3564
22,0,61209,1,3,6084.892798236515,0.2665930254940363,38,3.910598323885935,6.8700299628913,94,12,6,7,2874
36,1,31304,0,3,5040.489105589149,0.1846899632571014,16,1.5886636961525429,7.719776621681494,88,7,9,7,4730
31,1,59479,4,3,5739.798207089541,0.1474613789227785,45,3.9747477580785904,8.165226497727826,10,9,5,8,3204
37,0,34999,3,3,3112.537345427424,0.1275019809536983,42,8.561680390435637,9.449310929280614,14,1,3,3,4419
30,0,87078,0,1,8361.458879118149,0.2266129041123661,47,3.5750297973779377,5.177248887805885,33,7,2,1,1062
43,1,69050,0,2,9222.886898213712,0.1518161901516146,34,4.850914985469334,10.017775364022722,47,19,8,8,4146
67,0,128546,3,1,8917.10662954144,0.0404730392114151,14,6.633877139054881,4.561590821027205,36,6,8,8,4310
55,0,149191,4,3,8233.528159640602,0.1069887240026161,10,1.7142724921519847,3.286323656656994,79,2,1,4,4444
67,0,103003,4,1,828.9123390434846,0.1391148420229395,5,4.298836204510097,5.511793914444556,91,17,3,2,1643
64,0,140913,2,2,7743.959268042928,0.0582963773089512,2,7.00676729572598,1.4498830144664052,6,10,4,2,2337
49,0,20530,1,1,8581.220149543864,0.1827854029815027,3,1.1215265857368926,1.3309207771750593,41,0,3,2,2261
35,1,27717,1,3,3265.595507292757,0.1876163816223006,13,9.965202376409144,12.981715665508103,15,11,9,1,296
66,0,49381,3,1,8433.762555398936,0.0165726976113579,40,5.836826020939759,7.322486141396564,69,10,1,8,1845
39,1,35437,3,0,8354.504479856556,0.0615153080794193,35,1.0970490045003705,1.3064058828715588,47,11,7,8,4052
34,1,49858,3,1,8292.272183936419,0.0339902761592249,31,3.572456866090296,5.508602912321005,26,10,3,4,4700
53,1,44182,0,0,1425.9733188399705,0.2948367515620583,36,6.665802325920281,14.083634842537936,66,4,7,4,4552
46,0,41037,3,2,3219.920605891895,0.129573151284028,35,6.541901962932389,1.724441432778968,41,5,9,7,452
26,0,59460,2,3,5931.13225212722,0.1948043638503271,46,3.992470801501281,2.03627060045918,45,19,8,9,3537
51,1,86573,3,3,6143.500015638843,0.2289239425718565,24,1.6118221471518843,13.965778040934955,24,1,9,1,416
27,0,33510,4,1,5633.206890052895,0.049054206120953,31,8.467261568340081,3.170723472935406,35,16,1,4,2772
19,0,112087,2,3,8060.996121904995,0.2173487765739211,33,2.847092487822679,3.7517805384744944,56,11,9,4,2258
37,1,37667,1,1,7856.011144749052,0.0871407840265326,22,4.612648727456795,1.975303117154476,87,3,8,2,1977
35,1,135042,0,0,730.7188112993015,0.1008786712015096,35,9.275296390275686,5.863231806308051,22,16,2,4,1951
47,1,26668,1,1,5758.057562370008,0.1028129107304775,3,6.57466731174409,10.815745221196323,34,9,8,7,4564
54,0,81518,1,3,1677.9917737721937,0.0245779668406378,35,6.248593982710837,0.9589212242873372,85,14,6,7,2832
19,1,48259,2,2,7210.599218009997,0.17383595402953,8,6.744707701003449,8.795771166905713,45,13,6,1,4458
28,0,112008,3,3,4579.748523117811,0.0889172566115089,17,9.420640115312963,13.269170993196637,72,15,3,5,1732
65,1,128863,1,0,5611.884640818386,0.1787982884667835,21,9.683726570012396,1.145416263977063,68,8,3,0,2523
68,0,139097,4,0,2080.8131899410355,0.2770820160712341,40,2.9057343168684406,1.363378284496518,47,0,0,8,2241
34,1,33193,1,3,2903.26581276799,0.1418630194709414,27,9.369216048735954,5.443148938358841,29,8,9,4,4389
66,0,83401,2,1,8298.538814649286,0.1009900549778416,34,7.113559355519064,13.996968242331038,62,19,5,7,2045
58,0,141729,3,1,7611.534820396941,0.1592061364819671,7,8.967309884163848,6.080447263707766,40,11,9,5,2328
64,0,118629,0,3,5362.108147697567,0.2145610859501444,4,7.198847760922964,5.112817622178581,86,18,6,3,812
19,0,113966,0,0,3776.942475540095,0.1035845048202074,4,9.923510688771971,8.233916453961033,93,1,4,9,2787
21,0,123317,1,1,795.2924901446705,0.2395635549876093,5,2.761958871766172,14.193298445210392,88,0,2,1,498
44,0,49559,0,1,2312.356224188225,0.0209825927149585,45,4.497627264066196,4.013931371459348,33,12,4,6,2956
19,0,109229,2,0,7118.155619624044,0.2182582446646581,5,9.077180711176082,8.433307100492247,27,14,3,7,1192
25,1,114437,2,3,6097.86313286922,0.1334984000248784,38,9.19367976939186,5.343836151498076,69,12,3,9,652
35,0,91778,0,1,5631.309072268467,0.1509899687773146,2,8.767835076942303,4.171662098102583,21,2,7,8,3388
69,0,29635,0,0,3614.949827517492,0.1496248262683855,47,5.3704939891530605,8.322506632602398,44,1,0,4,1723
57,1,39623,3,3,5238.582305496203,0.2713950507142,16,9.734336103972408,13.096657185517524,98,18,7,9,2659
68,1,88676,3,3,4458.808765035825,0.0412726342493201,21,5.945614010102944,2.398474644314943,85,18,3,2,1956
30,1,64590,1,2,9067.1485194317,0.0726830925621765,20,3.305747412072555,1.5632415683750351,91,17,8,7,805
46,0,48610,3,3,4345.397296098171,0.2978250266107884,14,4.28243131418184,12.973543363987988,72,3,4,5,3513
69,0,41164,1,0,5213.534999562086,0.2188952073855548,27,5.569601863354273,10.39218006782484,61,19,2,5,20
25,0,91602,4,2,5561.358005810434,0.1948348034410135,42,1.447963924243714,14.302035048076643,39,13,3,7,4029
27,0,128371,4,1,7396.841988401133,0.0172520213974126,46,2.425839348054514,9.688743592601789,25,6,2,1,1687
64,1,24610,0,1,9242.73606765728,0.0486649516105278,13,8.11294355654666,4.327952414211007,86,1,7,3,3948
26,1,80002,3,0,8853.651843260253,0.2931947035527691,2,4.555606558437914,5.406610637346303,39,1,4,9,16
60,1,27832,4,0,6790.13143652212,0.166180732690362,41,7.318265949843063,3.5837343061534987,79,16,6,8,726
30,0,23497,0,2,1906.4101804401223,0.0108283858169829,36,1.8061098724093712,0.7268028253101866,18,11,5,2,3522
